,name,id,full_url,categ
19,wish-shopping-made-fun,id530621395,https://itunes.apple.com/us/app/wish-shopping-made-fun/id530621395?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
20,zombie-gunship-survival,id1019161597,https://itunes.apple.com/us/app/zombie-gunship-survival/id1019161597?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
21,family-feud-live,id1195092555,https://itunes.apple.com/us/app/family-feud-live/id1195092555?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
22,yarn-chat-fiction,id1195233335,https://itunes.apple.com/us/app/yarn-chat-fiction/id1195233335?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
23,waze-gps-navigation-maps-real-time-traffic,id323229106,https://itunes.apple.com/us/app/waze-gps-navigation-maps-real-time-traffic/id323229106?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
24,groupon-deals-coupons-discount-shopping-app,id352683833,https://itunes.apple.com/us/app/groupon-deals-coupons-discount-shopping-app/id352683833?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
25,word-cookies,id1153883316,https://itunes.apple.com/us/app/word-cookies/id1153883316?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
26,soundcloud-music-audio,id336353151,https://itunes.apple.com/us/app/soundcloud-music-audio/id336353151?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
27,letgo-buy-sell-second-hand-stuff,id986339882,https://itunes.apple.com/us/app/letgo-buy-sell-second-hand-stuff/id986339882?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
28,twitter,id333903271,https://itunes.apple.com/us/app/twitter/id333903271?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
29,offerup-buy-sell-simple,id468996152,https://itunes.apple.com/us/app/offerup-buy-sell-simple/id468996152?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
30,recolor-coloring-book-for-adults,id1027352017,https://itunes.apple.com/us/app/recolor-coloring-book-for-adults/id1027352017?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
31,google-photos-unlimited-photo-and-video-storage,id962194608,https://itunes.apple.com/us/app/google-photos-unlimited-photo-and-video-storage/id962194608?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
32,episode-choose-your-story,id656971078,https://itunes.apple.com/us/app/episode-choose-your-story/id656971078?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
33,google-chrome-the-fast-and-secure-web-browser,id535886823,https://itunes.apple.com/us/app/google-chrome-the-fast-and-secure-web-browser/id535886823?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
34,yelp-nearby-restaurants-shopping-services,id284910350,https://itunes.apple.com/us/app/yelp-nearby-restaurants-shopping-services/id284910350?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
35,pes-2017-pro-evolution-soccer,id1117270703,https://itunes.apple.com/us/app/pes-2017-pro-evolution-soccer/id1117270703?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
36,atom-movie-tickets-and-showtimes,id926058555,https://itunes.apple.com/us/app/atom-movie-tickets-and-showtimes/id926058555?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
37,the-moron-test,id312343159,https://itunes.apple.com/us/app/the-moron-test/id312343159?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
38,bowmasters-top-multiplayer-bowman-archery-game,id1118431695,https://itunes.apple.com/us/app/bowmasters-top-multiplayer-bowman-archery-game/id1118431695?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
39,lyft,id529379082,https://itunes.apple.com/us/app/lyft/id529379082?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
40,google-drive-free-online-storage,id507874739,https://itunes.apple.com/us/app/google-drive-free-online-storage/id507874739?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
41,dancing-line,id1177953618,https://itunes.apple.com/us/app/dancing-line/id1177953618?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
42,color-switch,id1053533457,https://itunes.apple.com/us/app/color-switch/id1053533457?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
43,roll-the-ball-slide-puzzle,id961875786,https://itunes.apple.com/us/app/roll-the-ball-slide-puzzle/id961875786?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
44,clash-of-clans,id529479190,https://itunes.apple.com/us/app/clash-of-clans/id529479190?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
45,block-hexa-puzzle,id1095572547,https://itunes.apple.com/us/app/block-hexa-puzzle/id1095572547?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
46,google-search-made-just-for-mobile,id284815942,https://itunes.apple.com/us/app/google-search-made-just-for-mobile/id284815942?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
47,google-docs,id842842640,https://itunes.apple.com/us/app/google-docs/id842842640?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
48,injustice-2,id1109008423,https://itunes.apple.com/us/app/injustice-2/id1109008423?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
49,musical-ly-your-video-social-network,id835599320,https://itunes.apple.com/us/app/musical-ly-your-video-social-network/id835599320?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
50,design-home,id1010962391,https://itunes.apple.com/us/app/design-home/id1010962391?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
51,ubereats-uber-for-food-delivery,id1058959277,https://itunes.apple.com/us/app/ubereats-uber-for-food-delivery/id1058959277?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
52,shazam-discover-music-artists-videos-lyrics,id284993459,https://itunes.apple.com/us/app/shazam-discover-music-artists-videos-lyrics/id284993459?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
53,solitaire,id593715088,https://itunes.apple.com/us/app/solitaire/id593715088?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
54,choices-stories-you-play,id1071310449,https://itunes.apple.com/us/app/choices-stories-you-play/id1071310449?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
55,subway-surfers,id512939461,https://itunes.apple.com/us/app/subway-surfers/id512939461?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
56,microsoft-outlook-email-and-calendar,id951937596,https://itunes.apple.com/us/app/microsoft-outlook-email-and-calendar/id951937596?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
57,piano-tiles-2-dont-tap-the-white-tile-2,id1027688889,https://itunes.apple.com/us/app/piano-tiles-2-dont-tap-the-white-tile-2/id1027688889?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
58,t-mobile-tuesdays,id1111876388,https://itunes.apple.com/us/app/t-mobile-tuesdays/id1111876388?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
59,layout-from-instagram,id967351793,https://itunes.apple.com/us/app/layout-from-instagram/id967351793?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
60,mobile-strike,id934596429,https://itunes.apple.com/us/app/mobile-strike/id934596429?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
61,hooked-chat-stories,id1024818709,https://itunes.apple.com/us/app/hooked-chat-stories/id1024818709?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
62,venmo,id351727428,https://itunes.apple.com/us/app/venmo/id351727428?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
63,klocki,id1105390093,https://itunes.apple.com/us/app/klocki/id1105390093?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
64,paypal-send-and-request-money-safely,id283646709,https://itunes.apple.com/us/app/paypal-send-and-request-money-safely/id283646709?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
65,game-of-war-fire-age,id667728512,https://itunes.apple.com/us/app/game-of-war-fire-age/id667728512?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
66,mcdonalds,id922103212,https://itunes.apple.com/us/app/mcdonalds/id922103212?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
67,youtube-music,id1017492454,https://itunes.apple.com/us/app/youtube-music/id1017492454?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
68,smule-sing,id509993510,https://itunes.apple.com/us/app/smule-sing/id509993510?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
69,the-weather-channel-forecast-radar-alerts,id295646461,https://itunes.apple.com/us/app/the-weather-channel-forecast-radar-alerts/id295646461?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
70,stack,id1080487957,https://itunes.apple.com/us/app/stack/id1080487957?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
71,hulu-watch-tv-shows-stream-the-latest-movies,id376510438,https://itunes.apple.com/us/app/hulu-watch-tv-shows-stream-the-latest-movies/id376510438?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
72,skype-for-iphone,id304878510,https://itunes.apple.com/us/app/skype-for-iphone/id304878510?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
73,paper-io,id1171814682,https://itunes.apple.com/us/app/paper-io/id1171814682?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
74,cubica,id1170568327,https://itunes.apple.com/us/app/cubica/id1170568327?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
75,flo-period-tracker-period-ovulation-tracker,id1038369065,https://itunes.apple.com/us/app/flo-period-tracker-period-ovulation-tracker/id1038369065?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
76,hotspot-shield-free-vpn-proxy-wi-fi-privacy,id443369807,https://itunes.apple.com/us/app/hotspot-shield-free-vpn-proxy-wi-fi-privacy/id443369807?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
77,8-ball-pool,id543186831,https://itunes.apple.com/us/app/8-ball-pool/id543186831?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
78,kik,id357218860,https://itunes.apple.com/us/app/kik/id357218860?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
79,zillow-real-estate-homes-for-sale-for-rent,id310738695,https://itunes.apple.com/us/app/zillow-real-estate-homes-for-sale-for-rent/id310738695?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
80,tinder,id547702041,https://itunes.apple.com/us/app/tinder/id547702041?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
81,fitbit,id462638897,https://itunes.apple.com/us/app/fitbit/id462638897?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
82,dropbox,id327630330,https://itunes.apple.com/us/app/dropbox/id327630330?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
83,google-translate,id414706506,https://itunes.apple.com/us/app/google-translate/id414706506?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
84,google-slides,id879478102,https://itunes.apple.com/us/app/google-slides/id879478102?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
85,toy-blast,id890378044,https://itunes.apple.com/us/app/toy-blast/id890378044?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
86,magic-piano-by-smule,id421254504,https://itunes.apple.com/us/app/magic-piano-by-smule/id421254504?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
87,credit-karma-free-credit-scores-reports-alerts,id519817714,https://itunes.apple.com/us/app/credit-karma-free-credit-scores-reports-alerts/id519817714?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
88,roblox,id431946152,https://itunes.apple.com/us/app/roblox/id431946152?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
89,marco-polo-video-walkie-talkie,id912561374,https://itunes.apple.com/us/app/marco-polo-video-walkie-talkie/id912561374?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
90,boomerang-from-instagram,id1041596399,https://itunes.apple.com/us/app/boomerang-from-instagram/id1041596399?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
91,calorie-counter-diet-tracker-by-myfitnesspal,id341232718,https://itunes.apple.com/us/app/calorie-counter-diet-tracker-by-myfitnesspal/id341232718?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
92,candy-crush-saga,id553834731,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
93,yahoo-mail-keeps-you-organized,id577586159,https://itunes.apple.com/us/app/yahoo-mail-keeps-you-organized/id577586159?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
94,cats-crash-arena-turbo-stars,id1208561922,https://itunes.apple.com/us/app/cats-crash-arena-turbo-stars/id1208561922?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
95,iheartradio-free-music-radio-stations,id290638154,https://itunes.apple.com/us/app/iheartradio-free-music-radio-stations/id290638154?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
96,clash-royale,id1053012308,https://itunes.apple.com/us/app/clash-royale/id1053012308?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
97,audible-audio-books-original-series-podcasts,id379693831,https://itunes.apple.com/us/app/audible-audio-books-original-series-podcasts/id379693831?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
98,rolling-sky,id1036661603,https://itunes.apple.com/us/app/rolling-sky/id1036661603?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
99,aaptiv-1-audio-fitness-app,id869058995,https://itunes.apple.com/us/app/aaptiv-1-audio-fitness-app/id869058995?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,free
100,minecraft-pocket-edition,id479516143,https://itunes.apple.com/us/app/minecraft-pocket-edition/id479516143?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
101,heads-up,id623592465,https://itunes.apple.com/us/app/heads-up/id623592465?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
102,plague-inc,id525818839,https://itunes.apple.com/us/app/plague-inc/id525818839?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
103,goat-simulator-payday,id1126714346,https://itunes.apple.com/us/app/goat-simulator-payday/id1126714346?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
104,assassins-creed-identity,id880971164,https://itunes.apple.com/us/app/assassins-creed-identity/id880971164?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
105,mini-metro,id837860959,https://itunes.apple.com/us/app/mini-metro/id837860959?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
106,hotschedules,id294934058,https://itunes.apple.com/us/app/hotschedules/id294934058?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
107,bloons-td-5,id563718995,https://itunes.apple.com/us/app/bloons-td-5/id563718995?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
108,lightx,id1110639444,https://itunes.apple.com/us/app/lightx/id1110639444?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
109,chameleon-run,id1084860489,https://itunes.apple.com/us/app/chameleon-run/id1084860489?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
110,geometry-dash,id625334537,https://itunes.apple.com/us/app/geometry-dash/id625334537?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
111,facetune,id606310581,https://itunes.apple.com/us/app/facetune/id606310581?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
112,tabs-chords-by-ultimate-guitar-learn-and-play,id357828853,https://itunes.apple.com/us/app/tabs-chords-by-ultimate-guitar-learn-and-play/id357828853?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
113,videoshop-video-editor,id615563599,https://itunes.apple.com/us/app/videoshop-video-editor/id615563599?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
114,shadowmatic,id775888026,https://itunes.apple.com/us/app/shadowmatic/id775888026?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
115,altos-adventure,id950812012,https://itunes.apple.com/us/app/altos-adventure/id950812012?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
116,monopoly-game,id337021781,https://itunes.apple.com/us/app/monopoly-game/id337021781?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
117,enlight,id930026670,https://itunes.apple.com/us/app/enlight/id930026670?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
118,nba-2k17,id1114921009,https://itunes.apple.com/us/app/nba-2k17/id1114921009?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
119,akinator-the-genie,id484090401,https://itunes.apple.com/us/app/akinator-the-genie/id484090401?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
120,papas-freezeria-to-go,id824305459,https://itunes.apple.com/us/app/papas-freezeria-to-go/id824305459?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
121,dark-sky-weather,id517329357,https://itunes.apple.com/us/app/dark-sky-weather/id517329357?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
122,the-game-of-life,id1117405948,https://itunes.apple.com/us/app/the-game-of-life/id1117405948?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
123,full-fitness-exercise-workout-trainer,id536049508,https://itunes.apple.com/us/app/full-fitness-exercise-workout-trainer/id536049508?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
124,the-amazing-spider-man-2,id779561331,https://itunes.apple.com/us/app/the-amazing-spider-man-2/id779561331?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
125,grand-theft-auto-san-andreas,id763692274,https://itunes.apple.com/us/app/grand-theft-auto-san-andreas/id763692274?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
126,human-resource-machine,id1005098334,https://itunes.apple.com/us/app/human-resource-machine/id1005098334?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
127,attack-the-light-steven-universe-light-rpg,id941380906,https://itunes.apple.com/us/app/attack-the-light-steven-universe-light-rpg/id941380906?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
128,leos-fortune,id830544402,https://itunes.apple.com/us/app/leos-fortune/id830544402?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
129,flick-home-run,id454086751,https://itunes.apple.com/us/app/flick-home-run/id454086751?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
130,weather-live-weather-forecast-radar-and-alerts,id749078962,https://itunes.apple.com/us/app/weather-live-weather-forecast-radar-and-alerts/id749078962?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
131,lumino-city,id958604518,https://itunes.apple.com/us/app/lumino-city/id958604518?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
132,terraria,id640364616,https://itunes.apple.com/us/app/terraria/id640364616?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
133,halide,id885697368,https://itunes.apple.com/us/app/halide/id885697368?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
134,teeny-titans-teen-titans-go-figure-battles,id1032743715,https://itunes.apple.com/us/app/teeny-titans-teen-titans-go-figure-battles/id1032743715?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
135,plants-vs-zombies,id350642635,https://itunes.apple.com/us/app/plants-vs-zombies/id350642635?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
136,samorost-3,id1121782467,https://itunes.apple.com/us/app/samorost-3/id1121782467?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
137,7-minute-workout-challenge,id680170305,https://itunes.apple.com/us/app/7-minute-workout-challenge/id680170305?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
138,true-skate,id549105915,https://itunes.apple.com/us/app/true-skate/id549105915?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
139,five-nights-at-freddys,id912536422,https://itunes.apple.com/us/app/five-nights-at-freddys/id912536422?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
140,the-escapists,id1005658093,https://itunes.apple.com/us/app/the-escapists/id1005658093?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
141,iscanner-pdf-document-scanner-app,id1035331258,https://itunes.apple.com/us/app/iscanner-pdf-document-scanner-app/id1035331258?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
142,scanner-pro-pdf-document-scanner-app-with-ocr,id333710667,https://itunes.apple.com/us/app/scanner-pro-pdf-document-scanner-app-with-ocr/id333710667?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
143,scanner-app-by-photomyne-scan-auto-crop-photos,id951627022,https://itunes.apple.com/us/app/scanner-app-by-photomyne-scan-auto-crop-photos/id951627022?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
144,the-sims-3,id317904170,https://itunes.apple.com/us/app/the-sims-3/id317904170?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
145,bowmasters-ad-free-top-multiplayer-bowman-game,id1119200610,https://itunes.apple.com/us/app/bowmasters-ad-free-top-multiplayer-bowman-game/id1119200610?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
146,afterlight,id573116090,https://itunes.apple.com/us/app/afterlight/id573116090?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
147,five-nights-at-freddys-sister-location,id1189781891,https://itunes.apple.com/us/app/five-nights-at-freddys-sister-location/id1189781891?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-PAIDAPPS&l=en,paid
